"SUBJECT","Subject","LOCATION","Country","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"PRINTO01","Production of total industry sa, Index","GBR","United Kingdom","M","Monthly","2020-08","Aug-2020","IDX","Index","0","Units","2015_100","2015=100",95.20678,,
"PRINTO01","Production of total industry sa, Index","GBR","United Kingdom","M","Monthly","2020-09","Sep-2020","IDX","Index","0","Units","2015_100","2015=100",95.62208,,
"PRINTO01","Production of total industry sa, Index","GBR","United Kingdom","M","Monthly","2020-10","Oct-2020","IDX","Index","0","Units","2015_100","2015=100",96.86797,,
"PRMNTO01","Production in total manufacturing sa, Index","GBR","United Kingdom","M","Monthly","2020-01","Jan-2020","IDX","Index","0","Units","2015_100","2015=100",100.2508,,
"PRMNTO01","Production in total manufacturing sa, Index","GBR","United Kingdom","M","Monthly","2020-02","Feb-2020","IDX","Index","0","Units","2015_100","2015=100",101.081,,
"PRMNTO01","Production in total manufacturing sa, Index","GBR","United Kingdom","M","Monthly","2020-03","Mar-2020","IDX","Index","0","Units","2015_100","2015=100",94.95805,,
"PRMNTO01","Production in total manufacturing sa, Index","GBR","United Kingdom","M","Monthly","2020-04","Apr-2020","IDX","Index","0","Units","2015_100","2015=100",71.08882,,
"PRMNTO01","Production in total manufacturing sa, Index","GBR","United Kingdom","M","Monthly","2020-05","May-2020","IDX","Index","0","Units","2015_100","2015=100",76.6929,,
"PRMNTO01","Production in total manufacturing sa, Index","GBR","United Kingdom","M","Monthly","2020-06","Jun-2020","IDX","Index","0","Units","2015_100","2015=100",85.92926,,
"PRMNTO01","Production in total manufacturing sa, Index","GBR","United Kingdom","M","Monthly","2020-07","Jul-2020","IDX","Index","0","Units","2015_100","2015=100",91.84468,,
"PRMNTO01","Production in total manufacturing sa, Index","GBR","United Kingdom","M","Monthly","2020-08","Aug-2020","IDX","Index","0","Units","2015_100","2015=100",92.67491,,
"PRMNTO01","Production in total manufacturing sa, Index","GBR","United Kingdom","M","Monthly","2020-09","Sep-2020","IDX","Index","0","Units","2015_100","2015=100",92.77869,,
"PRMNTO01","Production in total manufacturing sa, Index","GBR","United Kingdom","M","Monthly","2020-10","Oct-2020","IDX","Index","0","Units","2015_100","2015=100",94.43916,,
"SLRTTO01","Total retail trade (Volume) sa, Index","GBR","United Kingdom","M","Monthly","2020-01","Jan-2020","IDX","Index","0","Units","2010_100","2010=100",113.0879,,
"SLRTTO01","Total retail trade (Volume) sa, Index","GBR","United Kingdom","M","Monthly","2020-02","Feb-2020","IDX","Index","0","Units","2010_100","2010=100",112.1035,,
"SLRTTO01","Total retail trade (Volume) sa, Index","GBR","United Kingdom","M","Monthly","2020-03","Mar-2020","IDX","Index","0","Units","2010_100","2010=100",108.1662,,
"SLRTTO01","Total retail trade (Volume) sa, Index","GBR","United Kingdom","M","Monthly","2020-04","Apr-2020","IDX","Index","0","Units","2010_100","2010=100",91.97958,,
"SLRTTO01","Total retail trade (Volume) sa, Index","GBR","United Kingdom","M","Monthly","2020-05","May-2020","IDX","Index","0","Units","2010_100","2010=100",101.4947,,
"SLRTTO01","Total retail trade (Volume) sa, Index","GBR","United Kingdom","M","Monthly","2020-06","Jun-2020","IDX","Index","0","Units","2010_100","2010=100",114.9471,,
"SLRTTO01","Total retail trade (Volume) sa, Index","GBR","United Kingdom","M","Monthly","2020-07","Jul-2020","IDX","Index","0","Units","2010_100","2010=100",117.572,,
"SLRTTO01","Total retail trade (Volume) sa, Index","GBR","United Kingdom","M","Monthly","2020-08","Aug-2020","IDX","Index","0","Units","2010_100","2010=100",118.3376,,
"SLRTTO01","Total retail trade (Volume) sa, Index","GBR","United Kingdom","M","Monthly","2020-09","Sep-2020","IDX","Index","0","Units","2010_100","2010=100",120.0875,,
"SLRTTO01","Total retail trade (Volume) sa, Index","GBR","United Kingdom","M","Monthly","2020-10","Oct-2020","IDX","Index","0","Units","2010_100","2010=100",121.6187,,
"SLRTCR03","Passenger car registrations sa, Index","GBR","United Kingdom","M","Monthly","2020-01","Jan-2020","IDX","Index","0","Units","2010_100","2010=100",83.60294,,
"SLRTCR03","Passenger car registrations sa, Index","GBR","United Kingdom","M","Monthly","2020-02","Feb-2020","IDX","Index","0","Units","2010_100","2010=100",91.74983,,
"SLRTCR03","Passenger car registrations sa, Index","GBR","United Kingdom","M","Monthly","2020-03","Mar-2020","IDX","Index","0","Units","2010_100","2010=100",48.78495,,
"SLRTCR03","Passenger car registrations sa, Index","GBR","United Kingdom","M","Monthly","2020-04","Apr-2020","IDX","Index","0","Units","2010_100","2010=100",2.361032,,
"SLRTCR03","Passenger car registrations sa, Index","GBR","United Kingdom","M","Monthly","2020-05","May-2020","IDX","Index","0","Units","2010_100","2010=100",10.08398,,
"SLRTCR03","Passenger car registrations sa, Index","GBR","United Kingdom","M","Monthly","2020-06","Jun-2020","IDX","Index","0","Units","2010_100","2010=100",54.89261,,
"SLRTCR03","Passenger car registrations sa, Index","GBR","United Kingdom","M","Monthly","2020-07","Jul-2020","IDX","Index","0","Units","2010_100","2010=100",96.42033,,
"SLRTCR03","Passenger car registrations sa, Index","GBR","United Kingdom","M","Monthly","2020-08","Aug-2020","IDX","Index","0","Units","2010_100","2010=100",113.7508,,
"SLRTCR03","Passenger car registrations sa, Index","GBR","United Kingdom","M","Monthly","2020-09","Sep-2020","IDX","Index","0","Units","2010_100","2010=100",74.7264,,
"SLRTCR03","Passenger car registrations sa, Index","GBR","United Kingdom","M","Monthly","2020-10","Oct-2020","IDX","Index","0","Units","2010_100","2010=100",86.1253,,
"SLRTCR03","Passenger car registrations sa, Index","GBR","United Kingdom","M","Monthly","2020-11","Nov-2020","IDX","Index","0","Units","2010_100","2010=100",64.09246,,
"PRINTO01","Production of total industry sa, Index","USA","United States","M","Monthly","2020-01","Jan-2020","IDX","Index","0","Units","2015_100","2015=100",104.8727,,
"PRINTO01","Production of total industry sa, Index","USA","United States","M","Monthly","2020-02","Feb-2020","IDX","Index","0","Units","2015_100","2015=100",104.9804,,
"PRINTO01","Production of total industry sa, Index","USA","United States","M","Monthly","2020-03","Mar-2020","IDX","Index","0","Units","2015_100","2015=100",100.3945,,
"PRINTO01","Production of total industry sa, Index","USA","United States","M","Monthly","2020-04","Apr-2020","IDX","Index","0","Units","2015_100","2015=100",87.66167,,
"PRINTO01","Production of total industry sa, Index","USA","United States","M","Monthly","2020-05","May-2020","IDX","Index","0","Units","2015_100","2015=100",88.42576,,
"PRINTO01","Production of total industry sa, Index","USA","United States","M","Monthly","2020-06","Jun-2020","IDX","Index","0","Units","2015_100","2015=100",93.93966,,
"PRINTO01","Production of total industry sa, Index","USA","United States","M","Monthly","2020-07","Jul-2020","IDX","Index","0","Units","2015_100","2015=100",97.86862,,
"PRINTO01","Production of total industry sa, Index","USA","United States","M","Monthly","2020-08","Aug-2020","IDX","Index","0","Units","2015_100","2015=100",98.60773,,
"PRINTO01","Production of total industry sa, Index","USA","United States","M","Monthly","2020-09","Sep-2020","IDX","Index","0","Units","2015_100","2015=100",98.54905,,
"PRINTO01","Production of total industry sa, Index","USA","United States","M","Monthly","2020-10","Oct-2020","IDX","Index","0","Units","2015_100","2015=100",99.48295,,
"PRINTO01","Production of total industry sa, Index","USA","United States","M","Monthly","2020-11","Nov-2020","IDX","Index","0","Units","2015_100","2015=100",99.87551,,
"PRMNTO01","Production in total manufacturing sa, Index","USA","United States","M","Monthly","2020-01","Jan-2020","IDX","Index","0","Units","2015_100","2015=100",103.4201,,
"PRMNTO01","Production in total manufacturing sa, Index","USA","United States","M","Monthly","2020-02","Feb-2020","IDX","Index","0","Units","2015_100","2015=100",103.3926,,
"PRMNTO01","Production in total manufacturing sa, Index","USA","United States","M","Monthly","2020-03","Mar-2020","IDX","Index","0","Units","2015_100","2015=100",98.18151,,
"PRMNTO01","Production in total manufacturing sa, Index","USA","United States","M","Monthly","2020-04","Apr-2020","IDX","Index","0","Units","2015_100","2015=100",82.64728,,
"PRMNTO01","Production in total manufacturing sa, Index","USA","United States","M","Monthly","2020-05","May-2020","IDX","Index","0","Units","2015_100","2015=100",85.7637,,
"PRMNTO01","Production in total manufacturing sa, Index","USA","United States","M","Monthly","2020-06","Jun-2020","IDX","Index","0","Units","2015_100","2015=100",92.38328,,
"PRMNTO01","Production in total manufacturing sa, Index","USA","United States","M","Monthly","2020-07","Jul-2020","IDX","Index","0","Units","2015_100","2015=100",96.22804,,
"PRMNTO01","Production in total manufacturing sa, Index","USA","United States","M","Monthly","2020-08","Aug-2020","IDX","Index","0","Units","2015_100","2015=100",97.64984,,
"PRMNTO01","Production in total manufacturing sa, Index","USA","United States","M","Monthly","2020-09","Sep-2020","IDX","Index","0","Units","2015_100","2015=100",97.7328,,
"PRMNTO01","Production in total manufacturing sa, Index","USA","United States","M","Monthly","2020-10","Oct-2020","IDX","Index","0","Units","2015_100","2015=100",98.82777,,
"PRMNTO01","Production in total manufacturing sa, Index","USA","United States","M","Monthly","2020-11","Nov-2020","IDX","Index","0","Units","2015_100","2015=100",99.57138,,
"SLRTTO01","Total retail trade (Volume) sa, Index","USA","United States","M","Monthly","2020-01","Jan-2020","IDX","Index","0","Units","2010_100","2010=100",107.7566,,
"SLRTTO01","Total retail trade (Volume) sa, Index","USA","United States","M","Monthly","2020-02","Feb-2020","IDX","Index","0","Units","2010_100","2010=100",107.1626,,
"SLRTTO01","Total retail trade (Volume) sa, Index","USA","United States","M","Monthly","2020-03","Mar-2020","IDX","Index","0","Units","2010_100","2010=100",102.0983,,
"SLRTTO01","Total retail trade (Volume) sa, Index","USA","United States","M","Monthly","2020-04","Apr-2020","IDX","Index","0","Units","2010_100","2010=100",89.88541,,
"SLRTTO01","Total retail trade (Volume) sa, Index","USA","United States","M","Monthly","2020-05","May-2020","IDX","Index","0","Units","2010_100","2010=100",105.4535,,
"SLRTTO01","Total retail trade (Volume) sa, Index","USA","United States","M","Monthly","2020-06","Jun-2020","IDX","Index","0","Units","2010_100","2010=100",112.112,,
"SLRTTO01","Total retail trade (Volume) sa, Index","USA","United States","M","Monthly","2020-07","Jul-2020","IDX","Index","0","Units","2010_100","2010=100",112.3585,,
"SLRTTO01","Total retail trade (Volume) sa, Index","USA","United States","M","Monthly","2020-08","Aug-2020","IDX","Index","0","Units","2010_100","2010=100",113.1704,,
"SLRTTO01","Total retail trade (Volume) sa, Index","USA","United States","M","Monthly","2020-09","Sep-2020","IDX","Index","0","Units","2010_100","2010=100",114.6111,,
"SLRTCR03","Passenger car registrations sa, Index","USA","United States","M","Monthly","2020-01","Jan-2020","IDX","Index","0","Units","2010_100","2010=100",57.99111,,
"SLRTCR03","Passenger car registrations sa, Index","USA","United States","M","Monthly","2020-02","Feb-2020","IDX","Index","0","Units","2010_100","2010=100",56.68999,,
"SLRTCR03","Passenger car registrations sa, Index","USA","United States","M","Monthly","2020-03","Mar-2020","IDX","Index","0","Units","2010_100","2010=100",38.57777,,
"SLRTCR03","Passenger car registrations sa, Index","USA","United States","M","Monthly","2020-04","Apr-2020","IDX","Index","0","Units","2010_100","2010=100",26.24125,,
"SLRTCR03","Passenger car registrations sa, Index","USA","United States","M","Monthly","2020-05","May-2020","IDX","Index","0","Units","2010_100","2010=100",35.5428,,
"SLRTCR03","Passenger car registrations sa, Index","USA","United States","M","Monthly","2020-06","Jun-2020","IDX","Index","0","Units","2010_100","2010=100",38.43155,,
"SLRTCR03","Passenger car registrations sa, Index","USA","United States","M","Monthly","2020-07","Jul-2020","IDX","Index","0","Units","2010_100","2010=100",46.13654,,
"SLRTCR03","Passenger car registrations sa, Index","USA","United States","M","Monthly","2020-08","Aug-2020","IDX","Index","0","Units","2010_100","2010=100",46.24201,,
"SLRTCR03","Passenger car registrations sa, Index","USA","United States","M","Monthly","2020-09","Sep-2020","IDX","Index","0","Units","2010_100","2010=100",49.77363,,
"SLRTCR03","Passenger car registrations sa, Index","USA","United States","M","Monthly","2020-10","Oct-2020","IDX","Index","0","Units","2010_100","2010=100",51.44221,,
"SLRTCR03","Passenger car registrations sa, Index","USA","United States","M","Monthly","2020-11","Nov-2020","IDX","Index","0","Units","2010_100","2010=100",50.10378,,
"WSCNDW01","Work started for dwellings sa, Index","USA","United States","M","Monthly","2020-01","Jan-2020","IDX","Index","0","Units","2010_100","2010=100",145.4267,,
"WSCNDW01","Work started for dwellings sa, Index","USA","United States","M","Monthly","2020-02","Feb-2020","IDX","Index","0","Units","2010_100","2010=100",140.9299,,
"WSCNDW01","Work started for dwellings sa, Index","USA","United States","M","Monthly","2020-03","Mar-2020","IDX","Index","0","Units","2010_100","2010=100",114.129,,
"WSCNDW01","Work started for dwellings sa, Index","USA","United States","M","Monthly","2020-04","Apr-2020","IDX","Index","0","Units","2010_100","2010=100",84.00036,,
"WSCNDW01","Work started for dwellings sa, Index","USA","United States","M","Monthly","2020-05","May-2020","IDX","Index","0","Units","2010_100","2010=100",93.35372,,
"WSCNDW01","Work started for dwellings sa, Index","USA","United States","M","Monthly","2020-06","Jun-2020","IDX","Index","0","Units","2010_100","2010=100",113.7692,,
"WSCNDW01","Work started for dwellings sa, Index","USA","United States","M","Monthly","2020-07","Jul-2020","IDX","Index","0","Units","2010_100","2010=100",133.735,,
"WSCNDW01","Work started for dwellings sa, Index","USA","United States","M","Monthly","2020-08","Aug-2020","IDX","Index","0","Units","2010_100","2010=100",123.4823,,
"WSCNDW01","Work started for dwellings sa, Index","USA","United States","M","Monthly","2020-09","Sep-2020","IDX","Index","0","Units","2010_100","2010=100",131.2168,,
"WSCNDW01","Work started for dwellings sa, Index","USA","United States","M","Monthly","2020-10","Oct-2020","IDX","Index","0","Units","2010_100","2010=100",137.6023,,
"PRCNTO01","Production of total construction sa, Index","USA","United States","M","Monthly","2020-01","Jan-2020","IDX","Index","0","Units","2015_100","2015=100",128.7044,,
"PRCNTO01","Production of total construction sa, Index","USA","United States","M","Monthly","2020-02","Feb-2020","IDX","Index","0","Units","2015_100","2015=100",129.0111,,
"PRCNTO01","Production of total construction sa, Index","USA","United States","M","Monthly","2020-03","Mar-2020","IDX","Index","0","Units","2015_100","2015=100",128.6156,,
"PRCNTO01","Production of total construction sa, Index","USA","United States","M","Monthly","2020-04","Apr-2020","IDX","Index","0","Units","2015_100","2015=100",124.2479,,
"PRCNTO01","Production of total construction sa, Index","USA","United States","M","Monthly","2020-05","May-2020","IDX","Index","0","Units","2015_100","2015=100",122.5852,,
"PRCNTO01","Production of total construction sa, Index","USA","United States","M","Monthly","2020-06","Jun-2020","IDX","Index","0","Units","2015_100","2015=100",123.8639,,
"PRCNTO01","Production of total construction sa, Index","USA","United States","M","Monthly","2020-07","Jul-2020","IDX","Index","0","Units","2015_100","2015=100",125.234,,
"PRCNTO01","Production of total construction sa, Index","USA","United States","M","Monthly","2020-08","Aug-2020","IDX","Index","0","Units","2015_100","2015=100",127.7345,,
"PRCNTO01","Production of total construction sa, Index","USA","United States","M","Monthly","2020-09","Sep-2020","IDX","Index","0","Units","2015_100","2015=100",127.15,,
"PRCNTO01","Production of total construction sa, Index","USA","United States","M","Monthly","2020-10","Oct-2020","IDX","Index","0","Units","2015_100","2015=100",128.7757,,
"PRINTO01","Production of total industry sa, Index","BRA","Brazil","M","Monthly","2020-01","Jan-2020","IDX","Index","0","Units","2015_100","2015=100",96.22901,,
"PRINTO01","Production of total industry sa, Index","BRA","Brazil","M","Monthly","2020-02","Feb-2020","IDX","Index","0","Units","2015_100","2015=100",97.10983,,
"PRINTO01","Production of total industry sa, Index","BRA","Brazil","M","Monthly","2020-03","Mar-2020","IDX","Index","0","Units","2015_100","2015=100",87.97137,,
"PRINTO01","Production of total industry sa, Index","BRA","Brazil","M","Monthly","2020-04","Apr-2020","IDX","Index","0","Units","2015_100","2015=100",70.79549,,
"PRINTO01","Production of total industry sa, Index","BRA","Brazil","M","Monthly","2020-05","May-2020","IDX","Index","0","Units","2015_100","2015=100",76.96119,,
"PRINTO01","Production of total industry sa, Index","BRA","Brazil","M","Monthly","2020-06","Jun-2020","IDX","Index","0","Units","2015_100","2015=100",84.33801,,
"PRINTO01","Production of total industry sa, Index","BRA","Brazil","M","Monthly","2020-07","Jul-2020","IDX","Index","0","Units","2015_100","2015=100",91.60474,,
"PRINTO01","Production of total industry sa, Index","BRA","Brazil","M","Monthly","2020-08","Aug-2020","IDX","Index","0","Units","2015_100","2015=100",94.68758,,
"PRINTO01","Production of total industry sa, Index","BRA","Brazil","M","Monthly","2020-09","Sep-2020","IDX","Index","0","Units","2015_100","2015=100",97.33003,,
"PRINTO01","Production of total industry sa, Index","BRA","Brazil","M","Monthly","2020-10","Oct-2020","IDX","Index","0","Units","2015_100","2015=100",98.43105,,
"PRMNTO01","Production in total manufacturing sa, Index","BRA","Brazil","M","Monthly","2020-01","Jan-2020","IDX","Index","0","Units","2015_100","2015=100",98.73347,,
"PRMNTO01","Production in total manufacturing sa, Index","BRA","Brazil","M","Monthly","2020-02","Feb-2020","IDX","Index","0","Units","2015_100","2015=100",98.73347,,
"PRMNTO01","Production in total manufacturing sa, Index","BRA","Brazil","M","Monthly","2020-03","Mar-2020","IDX","Index","0","Units","2015_100","2015=100",88.4886,,
"PRMNTO01","Production in total manufacturing sa, Index","BRA","Brazil","M","Monthly","2020-04","Apr-2020","IDX","Index","0","Units","2015_100","2015=100",67.77371,,
"PRMNTO01","Production in total manufacturing sa, Index","BRA","Brazil","M","Monthly","2020-05","May-2020","IDX","Index","0","Units","2015_100","2015=100",76.78019,,
"PRMNTO01","Production in total manufacturing sa, Index","BRA","Brazil","M","Monthly","2020-06","Jun-2020","IDX","Index","0","Units","2015_100","2015=100",84.77343,,
"PRMNTO01","Production in total manufacturing sa, Index","BRA","Brazil","M","Monthly","2020-07","Jul-2020","IDX","Index","0","Units","2015_100","2015=100",92.6541,,
"PRMNTO01","Production in total manufacturing sa, Index","BRA","Brazil","M","Monthly","2020-08","Aug-2020","IDX","Index","0","Units","2015_100","2015=100",95.80636,,
"PRMNTO01","Production in total manufacturing sa, Index","BRA","Brazil","M","Monthly","2020-09","Sep-2020","IDX","Index","0","Units","2015_100","2015=100",99.63411,,
"PRMNTO01","Production in total manufacturing sa, Index","BRA","Brazil","M","Monthly","2020-10","Oct-2020","IDX","Index","0","Units","2015_100","2015=100",100.8725,,
"SLRTTO01","Total retail trade (Volume) sa, Index","BRA","Brazil","M","Monthly","2020-01","Jan-2020","IDX","Index","0","Units","2010_100","2010=100",99.83448,,
"SLRTTO01","Total retail trade (Volume) sa, Index","BRA","Brazil","M","Monthly","2020-02","Feb-2020","IDX","Index","0","Units","2010_100","2010=100",100.3572,,
"SLRTTO01","Total retail trade (Volume) sa, Index","BRA","Brazil","M","Monthly","2020-03","Mar-2020","IDX","Index","0","Units","2010_100","2010=100",97.84824,,
"SLRTTO01","Total retail trade (Volume) sa, Index","BRA","Brazil","M","Monthly","2020-04","Apr-2020","IDX","Index","0","Units","2010_100","2010=100",81.64474,,
"SLRTTO01","Total retail trade (Volume) sa, Index","BRA","Brazil","M","Monthly","2020-05","May-2020","IDX","Index","0","Units","2010_100","2010=100",91.57592,,
"SLRTTO01","Total retail trade (Volume) sa, Index","BRA","Brazil","M","Monthly","2020-06","Jun-2020","IDX","Index","0","Units","2010_100","2010=100",99.52087,,
"SLRTTO01","Total retail trade (Volume) sa, Index","BRA","Brazil","M","Monthly","2020-07","Jul-2020","IDX","Index","0","Units","2010_100","2010=100",104.2251,,
"SLRTTO01","Total retail trade (Volume) sa, Index","BRA","Brazil","M","Monthly","2020-08","Aug-2020","IDX","Index","0","Units","2010_100","2010=100",107.4658,,
"SLRTTO01","Total retail trade (Volume) sa, Index","BRA","Brazil","M","Monthly","2020-09","Sep-2020","IDX","Index","0","Units","2010_100","2010=100",108.093,,
"PRINTO01","Production of total industry sa, Index","CHL","Chile","M","Monthly","2020-01","Jan-2020","IDX","Index","0","Units","2015_100","2015=100",101.9934,,
"PRINTO01","Production of total industry sa, Index","CHL","Chile","M","Monthly","2020-02","Feb-2020","IDX","Index","0","Units","2015_100","2015=100",100.6258,,
"PRINTO01","Production of total industry sa, Index","CHL","Chile","M","Monthly","2020-03","Mar-2020","IDX","Index","0","Units","2015_100","2015=100",100.1806,,
"PRINTO01","Production of total industry sa, Index","CHL","Chile","M","Monthly","2020-04","Apr-2020","IDX","Index","0","Units","2015_100","2015=100",97.53028,,
"PRINTO01","Production of total industry sa, Index","CHL","Chile","M","Monthly","2020-05","May-2020","IDX","Index","0","Units","2015_100","2015=100",97.39258,,
"PRINTO01","Production of total industry sa, Index","CHL","Chile","M","Monthly","2020-06","Jun-2020","IDX","Index","0","Units","2015_100","2015=100",96.58566,,
"PRINTO01","Production of total industry sa, Index","CHL","Chile","M","Monthly","2020-07","Jul-2020","IDX","Index","0","Units","2015_100","2015=100",97.15166,,
"PRINTO01","Production of total industry sa, Index","CHL","Chile","M","Monthly","2020-08","Aug-2020","IDX","Index","0","Units","2015_100","2015=100",97.26098,,
"PRINTO01","Production of total industry sa, Index","CHL","Chile","M","Monthly","2020-09","Sep-2020","IDX","Index","0","Units","2015_100","2015=100",99.61395,,
"PRINTO01","Production of total industry sa, Index","CHL","Chile","M","Monthly","2020-10","Oct-2020","IDX","Index","0","Units","2015_100","2015=100",101.3059,,
"PRMNTO01","Production in total manufacturing sa, Index","CHL","Chile","M","Monthly","2020-01","Jan-2020","IDX","Index","0","Units","2015_100","2015=100",106.3991,,
"PRMNTO01","Production in total manufacturing sa, Index","CHL","Chile","M","Monthly","2020-02","Feb-2020","IDX","Index","0","Units","2015_100","2015=100",103.3387,,
"PRMNTO01","Production in total manufacturing sa, Index","CHL","Chile","M","Monthly","2020-03","Mar-2020","IDX","Index","0","Units","2015_100","2015=100",102.1077,,
"PRMNTO01","Production in total manufacturing sa, Index","CHL","Chile","M","Monthly","2020-04","Apr-2020","IDX","Index","0","Units","2015_100","2015=100",96.20516,,
"PRMNTO01","Production in total manufacturing sa, Index","CHL","Chile","M","Monthly","2020-05","May-2020","IDX","Index","0","Units","2015_100","2015=100",94.7247,,
"PRMNTO01","Production in total manufacturing sa, Index","CHL","Chile","M","Monthly","2020-06","Jun-2020","IDX","Index","0","Units","2015_100","2015=100",92.97085,,
"PRMNTO01","Production in total manufacturing sa, Index","CHL","Chile","M","Monthly","2020-07","Jul-2020","IDX","Index","0","Units","2015_100","2015=100",95.41293,,
"PRMNTO01","Production in total manufacturing sa, Index","CHL","Chile","M","Monthly","2020-08","Aug-2020","IDX","Index","0","Units","2015_100","2015=100",95.60919,,
"PRMNTO01","Production in total manufacturing sa, Index","CHL","Chile","M","Monthly","2020-09","Sep-2020","IDX","Index","0","Units","2015_100","2015=100",101.7579,,
"PRMNTO01","Production in total manufacturing sa, Index","CHL","Chile","M","Monthly","2020-10","Oct-2020","IDX","Index","0","Units","2015_100","2015=100",104.5569,,
"PRENTO01","Production of total energy sa, Index","CHL","Chile","M","Monthly","2020-01","Jan-2020","IDX","Index","0","Units","2010_100","2010=100",103.7026,,
"PRENTO01","Production of total energy sa, Index","CHL","Chile","M","Monthly","2020-02","Feb-2020","IDX","Index","0","Units","2010_100","2010=100",103.4629,,
"PRENTO01","Production of total energy sa, Index","CHL","Chile","M","Monthly","2020-03","Mar-2020","IDX","Index","0","Units","2010_100","2010=100",102.4721,,
"PRENTO01","Production of total energy sa, Index","CHL","Chile","M","Monthly","2020-04","Apr-2020","IDX","Index","0","Units","2010_100","2010=100",99.449,,
"PRENTO01","Production of total energy sa, Index","CHL","Chile","M","Monthly","2020-05","May-2020","IDX","Index","0","Units","2010_100","2010=100",102.1162,,
"PRENTO01","Production of total energy sa, Index","CHL","Chile","M","Monthly","2020-06","Jun-2020","IDX","Index","0","Units","2010_100","2010=100",102.21,,
"PRENTO01","Production of total energy sa, Index","CHL","Chile","M","Monthly","2020-07","Jul-2020","IDX","Index","0","Units","2010_100","2010=100",100.0946,,
"PRENTO01","Production of total energy sa, Index","CHL","Chile","M","Monthly","2020-08","Aug-2020","IDX","Index","0","Units","2010_100","2010=100",102.408,,
"PRENTO01","Production of total energy sa, Index","CHL","Chile","M","Monthly","2020-09","Sep-2020","IDX","Index","0","Units","2010_100","2010=100",102.7237,,
"PRENTO01","Production of total energy sa, Index","CHL","Chile","M","Monthly","2020-10","Oct-2020","IDX","Index","0","Units","2010_100","2010=100",103.4654,,
"ODCNPI03","Permits issued for dwellings sa, Index","CHL","Chile","M","Monthly","2020-01","Jan-2020","IDX","Index","0","Units","2010_100","2010=100",88.65041,,
"PRINTO01","Production of total industry sa, Index","EST","Estonia","M","Monthly","2020-01","Jan-2020","IDX","Index","0","Units","2015_100","2015=100",107.409,,
"PRINTO01","Production of total industry sa, Index","EST","Estonia","M","Monthly","2020-02","Feb-2020","IDX","Index","0","Units","2015_100","2015=100",117.7098,,
"PRINTO01","Production of total industry sa, Index","EST","Estonia","M","Monthly","2020-03","Mar-2020","IDX","Index","0","Units","2015_100","2015=100",106.3089,,
"PRINTO01","Production of total industry sa, Index","EST","Estonia","M","Monthly","2020-04","Apr-2020","IDX","Index","0","Units","2015_100","2015=100",97.40812,,
"PRINTO01","Production of total industry sa, Index","EST","Estonia","M","Monthly","2020-05","May-2020","IDX","Index","0","Units","2015_100","2015=100",97.40812,,
"PRINTO01","Production of total industry sa, Index","EST","Estonia","M","Monthly","2020-06","Jun-2020","IDX","Index","0","Units","2015_100","2015=100",105.7088,,
"PRINTO01","Production of total industry sa, Index","EST","Estonia","M","Monthly","2020-07","Jul-2020","IDX","Index","0","Units","2015_100","2015=100",108.209,,
"PRINTO01","Production of total industry sa, Index","EST","Estonia","M","Monthly","2020-08","Aug-2020","IDX","Index","0","Units","2015_100","2015=100",105.6088,,
"PRINTO01","Production of total industry sa, Index","EST","Estonia","M","Monthly","2020-09","Sep-2020","IDX","Index","0","Units","2015_100","2015=100",107.1089,,
"PRINTO01","Production of total industry sa, Index","EST","Estonia","M","Monthly","2020-10","Oct-2020","IDX","Index","0","Units","2015_100","2015=100",109.6091,,
"PRMNTO01","Production in total manufacturing sa, Index","EST","Estonia","M","Monthly","2020-01","Jan-2020","IDX","Index","0","Units","2015_100","2015=100",112.8146,,
"PRMNTO01","Production in total manufacturing sa, Index","EST","Estonia","M","Monthly","2020-02","Feb-2020","IDX","Index","0","Units","2015_100","2015=100",122.2822,,
"PRMNTO01","Production in total manufacturing sa, Index","EST","Estonia","M","Monthly","2020-03","Mar-2020","IDX","Index","0","Units","2015_100","2015=100",109.0275,,
"PRMNTO01","Production in total manufacturing sa, Index","EST","Estonia","M","Monthly","2020-04","Apr-2020","IDX","Index","0","Units","2015_100","2015=100",99.6595,,
"PRMNTO01","Production in total manufacturing sa, Index","EST","Estonia","M","Monthly","2020-05","May-2020","IDX","Index","0","Units","2015_100","2015=100",98.76256,,
"PRMNTO01","Production in total manufacturing sa, Index","EST","Estonia","M","Monthly","2020-06","Jun-2020","IDX","Index","0","Units","2015_100","2015=100",106.237,,
"PRMNTO01","Production in total manufacturing sa, Index","EST","Estonia","M","Monthly","2020-07","Jul-2020","IDX","Index","0","Units","2015_100","2015=100",111.22,,
"PRMNTO01","Production in total manufacturing sa, Index","EST","Estonia","M","Monthly","2020-08","Aug-2020","IDX","Index","0","Units","2015_100","2015=100",107.3333,,
"PRMNTO01","Production in total manufacturing sa, Index","EST","Estonia","M","Monthly","2020-09","Sep-2020","IDX","Index","0","Units","2015_100","2015=100",108.7285,,
"PRMNTO01","Production in total manufacturing sa, Index","EST","Estonia","M","Monthly","2020-10","Oct-2020","IDX","Index","0","Units","2015_100","2015=100",112.2166,,
"SLRTTO01","Total retail trade (Volume) sa, Index","EST","Estonia","M","Monthly","2020-01","Jan-2020","IDX","Index","0","Units","2010_100","2010=100",113.8,,
